id,str_resource,str_description,website,see_also_url,meta_title,meta_description,stage_list,task_list,category,college,college_display,stage_list_facet,task_list_facet
131,Maryland Fire and Rescue Institute (MFRI),"The State's comprehensive training and education system for emergency services. The Institute plans, researches, develop, and delivers quality programs to enhance the ability of emergency services providers to protect life, the environment, and property. MFRI is the State's fire and emergency service training agency.",http://www.mfri.org/,,Find research or training facilities for emergency services,"life support,field operations,emergency services,safety,regulatory compliance,emergency response,fire,emergency",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
132,Maryland NanoCenter,"The Maryland NanoCenter is the hub of a network of interdisciplinary researchers, faculty, labs, and organizations with the goal of advancing the knowledge and understanding of all things nano. We strive to deliver high quality tools, advice and service to the entire mid-Atlantic region research community and beyond.  Services and Technologies Offered: FabLab, NISPLab, NanoOptics Lab",http://www.nanocenter.umd.edu/,,Research and access labs for researching nanotechnology,"nano,nanotechnology,Fablab,AIMlab,nanoprobes,complex oxide,ion beam,ultrasmall devices,biomolecular engineering,biomaterials,polymer composites,ultrafast dynamics",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
133,Maryland Robotics Center,"An interdisciplinary research center housed in the Institute for Systems Research within the A. James Clark School of Engineering. The mission of the center is to advance robotic systems, underlying component technologies, and applications of robotics through research and educational programs that are interdisciplinary in nature and based on a systems approach.",http://www.robotics.umd.edu/,,"Research robotic systems, component technologies, and applications of robotics","sensors,actuators,structures,robotic platforms,intelligence,autonomy,robotic systems,robotics",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
134,Materials Research Science and Engineering Center,"The Maryland MRSEC carries out nationally recognized fundamental research on surfaces and interfaces of materials with potential impact on the next generation of opto- and nano-electronic devices, and on complex oxides with potential applications in memory, switches and sensors.",http://mrsec.umd.edu/,,Research surfaces and interfaces of materials,"materials research,surfaces,interfaces of materials,opto-electronic,nano-electronic,complex oxides,memory,switches,sensors",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
135,Quantum Engineering Center,"Lockheed Martin, University of Maryland Partner to Develop Next Generation Quantum Computer.  The Quantum Engineering Center researches applied quantum science that connects physics, information science, and engineering.",http://research.umd.edu/news/news_story.php?id=8002,,Coming Soon - an integrated quantum computing platform,"quantum,computer,engineering,physics,information science,computing platform",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
136,Earth System Science Interdisciplinary Center (ESSIC),"The goal of ESSIC is to enhance our understanding of how the atmosphere, ocean, land, and biosphere components of the Earth interact as a coupled system and the influence of human activities on this system. This is accomplished via studies of the interaction between the physical climate system and biogeochemical cycles",http://essic.umd.edu/joom2/,,"Research atmosphere, ocean, land, and biosphere components and the influence of human activities on this system","physical climate,biogeochemical,atmosphere,ocean,land,biosphere,human activities,global carbon cycle,global water cycle,climate change",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
137,Joint Global Change Research Institute,JGCRI houses an interdisciplinary team dedicated to understanding the problems of global climate change and their potential solutions. One of the strengths of the Joint Institute is a network of domestic and international collaborators that encourages the development of global and equitable solutions to the climate change problem.,http://www.globalchange.umd.edu/,,Research global climate change and potential solutions,"global climate change,climate,energy,carbon cycle,climate impacts,climate adaptation,energy efficiency,energy mitigation",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
138,National Socio-Environmental Synthesis Center (SESYNC),"The National Socio-Environmental Synthesis Center is a research center dedicated to creating synthetic, actionable science related to the structure, functioning, and sustainability of socio-environmental systems. SESYNC features a range of services from project inception through results dissemination, including supporting the team science process, meeting planning and facilitation, travel and logistical support, and cyberinfrastructure resources.",http://www.sesync.org/,,Accelerate scientific discovery at the interface of human and ecological systems,"socio-environment,cyberinfrastructure,co-dependent human and natural systems,ecological wealth,globalization,ecosystem,biodiversity,food,energy,water",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
139,National Center for Smart Growth Research and Education,"A non-partisan center for research and leadership training on smart growth and related land use issues in Maryland, in metropolitan regions around the nation, and in Asia and Europe.",http://www.umdsmartgrowth.org,,Research smart growth and land use,"economic development,environment,housing,community development,infrastructure,land use,Maryland,public health,transportation",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
140,Maryland Population Research Center,"The cross-disciplinary research interests of our faculty allow the Center to make a unique contribution to the field of population studies and to develop a variety of young scholars and encourage scholars from allied fields to engage in population-related research through research support, training, and mentoring.  The center provides multi-layered support for population researchers including: administrative core, computing core, information core, and development core.  The center also provides grant support services to Maryland researchers.",http://www.popcenter.umd.edu/,https://www.popcenter.umd.edu/about-mprc/core-services,Research population and sociodemographic change,"Gender,Family,Social Change,Health in Social Context,Social inequality,Economic Inequality,demography,population,socioeconomic,social dimensions of place",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
141,Center for Excellence in Regulatory Science and Innovation,"UMD researchers work with FDA staff to support the development of new tools, standards and approaches to assess the safety, efficacy, quality and performance of FDA-regulated products.",http://www.cersi.umd.edu/,,Modernize and improve the ways drugs and medical devices are reviewed and evaluated,"FDA,drugs,medical devices,regulatory science,pharmaceutical",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
142,Center for Substance Abuse Research,"The Center for Substance Abuse Research (CESAR), at the University of Maryland at College Park, is dedicated to addressing the problems substance abuse creates for individuals, families, and communities.",http://www.cesar.umd.edu/,,"Research ways to address the problems substance abuse creates for individuals, families, and communities.","substance abuse,drug trend,drug prevention,intervention,treatment,policy analysis,criminal justice,social service",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
143,Center for Food Safety and Security Systems,"CFS3 was established to assemble and coordinate the university's extensive research, education, and outreach capabilities in order to make meaningful improvements in food protection, regionally, nationally and internationally.",http://cfs3.umd.edu/,,Research food safety and security issues,"food safety,food security,food protection,agriculture,food inspection,environmental protection,health,food supply",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
144,Center for Health Information and Decision Systems,"CHIDS is an academic research center designed to research, analyze, and recommend solutions to challenges surrounding the introduction and integration of information and decision technologies into the health care system.",http://www.rhsmith.umd.edu/centers-excellence/center-health-information-decision-systems,,Research healthcare systems or become a member of the Center,"healthcare,point of care,health,health technologies,medical home and care,digital health,healthcare consumers",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
145,Center for Health Literacy,"Staff work to advance health literacy science and translate research findings in to education, public policy, and community interventions, to be a resource and a voice for consumers, legislators, media, and health practitioners, to educate current and emerging public health workforce on health literacy and health communication and to promote and encourage community engagement to improve health literacy in Maryland and across the country.",http://sph.umd.edu/center/hchl,,Find research and research services related to health communication and health literacy,"health communication,health literacy,public policy,seed grant,interdisciplinary,cultural competency,qualitative research,focus group,interview,experimental design,survey methodology",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find Funding Opportunities;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;201::Find Funding Opportunities;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
146,Center for Health-Related Informatics and Bioimaging,"A new center that combines advanced computing resources at the University of Maryland, College Park (UMD) with clinical data and biomedical expertise at the University of Maryland, Baltimore (UMB) could soon revolutionize the efficiency and effectiveness of health care in the state of Maryland and beyond. The Center for Health-related Informatics and Bioimaging (CHIB) announced today joins computer scientists, life scientists, engineers, physicists, biostatisticians and others at the College Park campus with imaging specialists, physicians, clinicians and additional health experts in Baltimore.",https://chib.umd.edu/,,"Research genomic research, medical information management and precision medicine","advanced computing,clinical,biomedical,healthcare,health,bioimaging",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
147,Center for Bioinformatics and Computational Biology,"A multidisciplinary center dedicated to research on questions arising from the genome revolution, organized as a center within the University of Maryland Institute for Advanced Computer Studies (UMIACS).",http://www.cbcb.umd.edu/,,Conduct research using computational methods in life science,"pathogen,genomics,microbiome,epigenetics,molecular,transcriptional regulation,metabolic modeling,proteomics,machine learning,string algorithms,graph theory,combinatorial optimization",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
148,Maryland Neuroimaging Center,"The center has been designed to foster collaboration among neuroscientists, psychologists, cognitive scientists, engineers, and physicists. A special focus of the center is on understanding mechanisms of brain development and neural plasticity in typical and atypical populations and in understanding the neural mechanisms underlying expert abilities that serve critical national priorities.",http://www.mnc.umd.edu/,,Access labs for conducting neuroimaging research,"Magnetic Resonance Imaging,MRI,Magnetoencephalography,MEG,Electroencephalography,EEG,brain,neuroscience,neural,mock scanner,SRA eye tracker,stimulation,response recording",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
149,Center for Health Equity,"Works to to establish and sustain a community engaged research enterprise on critical health disparities, to raise the visibility of racial and ethnic health disparities and promising solutions with Marylanders and to facilitate action for change in the structural determinants of health in Maryland.",http://sph.umd.edu/center/che,,"Research health equity, bioethics, and health policy","health equity,bioethics,health policy,minority health,health disparity",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
150,Maryland Pathogen Research Institute,"Collaborations within MPRI share the goal of developing a comprehensive program to diagnose, treat and prevent the spread of pathogens.",https://cbmg.umd.edu/mpri,,Collaborate on research of pathogenic microorganisms,"pathogen,bioscience,computational science,engineering,nonoscience,genetics,genomics,microbiology,microbial,immunology,biology,virology",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
151,Neuroscience and Cognitive Sciences (NACS) Program,"The Program in Neuroscience and Cognitive Science at the University of NACS is a research doctoral program that trains students to become scientists by doing independent research and participating in all aspects of the profession under the guidance of a mentor.  Maryland offers research and training opportunities in neuroscience, cognitive neuroscience and computational neuroscience with internationally-renowned faculty who interact among three campuses: in Baltimore City, at Baltimore County and at College Park.",http://www.nacs.umd.edu/,,"Research neuroscience, cognitive neuroscience and computational neuroscience","doctoral,neuroscience,cognitive science",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
152,Institute for Bioscience and Biotechnology Research (IBBR),"The mission of IBBR is to leverage collective research strengths of the partnering institutions in medicine, biosciences, technology, quantitative sciences and engineering, to foster integrated, cross-disciplinary team approaches to scientific discovery and education, and to serve the expanding economic base of biosciences and technology in the state of Maryland and the Nation.",http://www.ibbr.umd.edu/,,"Research structure-based design, characterization and testing of proteins and nucleic acids","biomolecular,bioscience,biotechnology,medicine,Disease Pathways,Biomolecular Targets,Host-Pathogen Interactions,Measurement Sciences,Biosystems,Biomaterials",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
153,University of Maryland Prevention Research Center,Works to reduce health disparities in Maryland along the national capital border.,http://sph.umd.edu/center/prc,,Research prevention strategies for the control of chronic diseases and elimination of health disparities along the national capital border,"community health,community capacity,community based participatory research,CBPR,disenfranchisement,health disparities,Maryland,Prince George's,District of Columbia,Montgomery",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
154,Future of Information Alliance,"By identifying shared challenges and encouraging innovative solutions, the Alliance seeks to facilitate a future in which information in all its forms can be an effective resource for everyone.",http://fia.umd.edu/,,Research the use and management of information,"seed grant,privacy,credibility,information equity,information literacy,culture,transparency,finances,information transfer,emergence",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find Funding Opportunities;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;201::Find Funding Opportunities;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
155,Maryland Institute for Technology in the Humanities (MITH),"A leading digital humanities center that pursues disciplinary innovation and institutional transformation through applied research, public programming, and educational opportunities.",http://mith.umd.edu/,,Analyze cultural heritage collections,"text analytics,image analytics,cultural heritage,data curation,digital preservation,linked data applications,data publishing,humanistic inquiry",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
156,Center for International and Security Studies at Maryland,"CISSM is well connected to policy debates and practitioners, and offers its researchers and students opportunities to develop broad perspectives on security, economic, and international development issues. It is also committed to developing in the next generation of U.S. and foreign security experts a deep-rooted understanding of the imperatives of cooperative security, as well as the professional tools needed to identify and implement practical solutions to complex security challenges.",http://www.cissm.umd.edu/,,Research options for transforming security policy,"nuclear weapons,nuclear energy,civil conflict,post-conflict reconstruction,cybersecurity,climate change,geoengineering,pathogens",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
157,Center for International Development and Conflict Management,"CIDCM seeks to prevent and transform conflict, to understand the interplay between conflict and development, and to help societies create sustainable futures for themselves.",http://www.cidcm.umd.edu/,,"Research conflicts over security, identity, and distributive justice","conflict resolution,international development,sustainable,international conflict,distributive justice,security,identity,peace building",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
158,Center for Advanced Study of Language (CASL),The first and only national resource dedicated to addressing the language needs of the Intelligence Community (IC). CASL's overarching mission is to defend and protect our country by improving our language readiness and capabilities.,http://www.casl.umd.edu/,,"Advance the nation's capabilities in language, culture, analysis, learning, and human performance","language,intellegence,culture,analysis,learning,human performance,cyber,information",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
159,Computational Linguistics and Information Processing (CLIP) Lab,The CLIP laboratory at Maryland is engaged in designing algorithms and building systems which allow computers to effectively and efficiently perform human language-related tasks and is part of the broader language science initiative at Maryland. The lab is a part of the University of Maryland Institute for Advanced Computer Studies (UMIACS).,https://clip.umiacs.umd.edu,,Design algorithms and build systems which allow computers to perform human language-related tasks,"speech recognition,handwriting,optical character recognition,multilingual text processing,machine translation,language data exploitations,ontology,computational social science,Language and Media Processing Lab,LAMP",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
160,National Foreign Language Center (NFLC),"The National Foreign Language Center (NFLC) is dedicated to promoting a language-competent society by developing and disseminating information that informs policy makers. The mission of the NFLC is to improve the capacity of the U.S. to communicate in languages other than English. We implement that mission through intensive and innovative strategic planning and development with globalized institutions, organizations, and enterprises throughout the United States.",http://www.nflc.org/,,"Identify the language competence needs of the nation, analyze the national capacity to meet those needs, and develop and model strategies for aligning capacity with needs","language,language policy,curriculum development,second language,instructional systems,interactive media,web applications,art production,media production,software quality assurance",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
161,Language Science Center,"The mission of the Language Science Center is to advance language science at the University of Maryland and beyond, through integrated research and training that links fundamental science with applications in education, technology, and health.",http://languagescience.umd.edu/,,Collaborate with other researchers on the study of language,"collaborate,language,leadership,inter-disciplinary,language policy,langscape,infant and child studies,field stations",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
162,Institute for Physical Science and Technology (IPST),"The Institute provides support for theoretical and experimental research in areas at the intersection of traditional disciplines. Current research programs are in the areas of Applied Mathematics, Biophysics, Chaotic Dynamics, Chemical Physics, Optical Physics, Space Physics, Scientific Computation, and Statistical Physics.",http://www.ipst.umd.edu/,,"Research topics in computer science, mathematics, natural sciences, and engineering","Applied Mathematics,Biophysics,Chaotic Dynamics,Chemical Physics,Optical Physics,Space Physics,Scientific Computation,Statistical Physics",Develop your research idea,Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,102::Build a team
163,Institute for Research in Electronics and Applied Physics (IREAP),The mission of IREAP is to advance modern science through research and educational programs that are interdisciplinary between physical science and engineering.,http://www.ipr.umd.edu/,,Advance modern science through research and educational programs that are interdisciplinary between physical science and engineering,"high-temperature plasma physics,plasma spectroscopy,microwave electronics,high-brightness charged particle beams,laser-plasma interactions,nonlinear dynamics,biophysics,ion beam microfabrication techniques,nanoscience,nanotechnology,physics,engineering",Develop your research idea;Fund your research;Perform your research,"Develop and evaluate a research idea;Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"101::Develop and evaluate a research idea;102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
164,Joint Quantum Institute,Performs major experimental and theoretical research programs that are dedicated to the goals of controlling and exploiting quantum systems.,http://jqi.umd.edu/,,Research on controlling and exploiting quantum systems,"quantum,physics,NIST,physical sciences,engineering,mechanics,atomic physics,condensed matter,quantum information",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
165,Joint Space Science Institute,"The Joint Space-Science Institute is a research partnership between the Astronomy and Physics departments at University of Maryland (UMD) and NASA Goddard Space Flight Center. It was created in 2010 to foster interdisciplinary collaborations between astronomers, physicist and astrophysicists in fields related to the study of strong gravity in black holes, high-energy astrophysics and astroparticle physics, cosmology and gravitational waves.",https://jsi.astro.umd.edu/,,Collaborate on research in the space sciences,"astronomy,physics,astrophysics,gravity,black hole,high-energy astrophysics,astroparticle physics,cosmology,gravitational waves,cosmology,galaxy",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
166,Laboratory for Physical Sciences,A unique facility where university and federal government personnel collaborate on research in advanced communication and computer technologies.,http://www.lps.umd.edu/,,Collaborate on research in advanced communication and computer technologies,"advanced computing,functional materials,functional devices,biometrics,magnetics,microelectrons,quantum computing,superconducting,wireless,fiber optics,molecular beam epitaxy",Develop your research idea;Fund your research;Perform your research,"Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
167,Geospatial-Information Science and Remote Sensing,Faculty work to develop and apply advanced remote sensing capabilities and GI Science that will help to develop the next generation of GI technologies and understanding of the world's geography.,http://www.geog.umd.edu/research/landingtopic/geospatial-information-science-and-remote-sensing,,Research the next generation of GI technologies and understanding of the world's geography,"geography,multi-scale,remote sensing,geospatial,visualization,sensor calibration,image processing,spatial statistics,semantic learning",Develop your research idea;Fund your research;Perform your research,"Build a team;Find a laboratory, instrument, or facility;Find a laboratory, instrument, or facility;Find a laboratory or instrument",Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea;2::Fund your research;4::Perform your research,"102::Build a team;103::Find a laboratory, instrument, or facility;203::Find a laboratory, instrument, or facility;401::Find a laboratory or instrument"
168,Center for American Politics and Citizenship (CAPC),"The Center for American Politics and Citizenship (CAPC) addresses major issues of governance today and trains future leaders to grapple with the pressing issues of tomorrow. CAPC provides research, education, and outreach to promote an informed and engaged public and more effective and responsive government.",http://www.capc.umd.edu/,,Research topics affecting American democracy and governance,"civic engagement,civic participation,Marland politics,race,ethnicity,gender,immigration,millennial,congress",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
169,Maryland Cybersecurity Center (MC2),"MC2 partners with government and industry to provide educational programs to prepare the future cybersecurity workforce, and develop new, innovative technologies to defend against cybersecurity attacks.",http://www.cyber.umd.edu/,,Collaborate on inter-disciplinary research in cybersecurity,"cybersecurity,computer science,electrical engineering,cryptography,programming-language,software security,behavioral security,empirical security,cybersecurity economics",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
170,Federally Funded Research and Development Center (FFRDC) Supporting the National Cybersecurity Center of Excellence (NCCoE),Partnership with The MITRE Corporation solely dedicated to enhancing cybersecurity and protecting national information systems.,http://research.umd.edu/news/news_story.php?id=8577,,Collaborate with researchers to enhance cybersecurity and protect national information systems,"cybersecurity,national security,information systems,criminology,computer science,engineering,psychology,",Develop your research idea,Develop and evaluate a research idea;Build a team,Campus Research Facilities,UMCP,Campuswide,1::Develop your research idea,101::Develop and evaluate a research idea;102::Build a team
